"","driver","altered_flow","impact","count_driver_alteration","count_driver_altflow_bdimpact","count_driver_impact","alteration","direction","count_alteredflow_impact"
"360","Precipitation variability","Location","Loss",122,13,109,"Complex change","Increase",135
"361","Precipitation variability","Timing","Loss",117,13,109,"Increase","Increase",114
"362","Precipitation variability","Quantity","Trophic",28,14,102,"Decrease","Increase",168
"363","Precipitation variability","Direction","Trophic",127,12,102,"Complex change","Increase",134
"364","Precipitation variability","Location","Trophic",122,10,102,"Complex change","Increase",131
"365","Precipitation variability","Timing","Trophic",117,12,102,"Increase","Increase",125
"366","Climate change  generic ","Quantity","Abundance",79,60,350,"Complex change","Complex change",284
"367","Climate change  generic ","Direction","Abundance",224,33,350,"Complex change","Complex change",179
"368","Climate change  generic ","Location","Abundance",272,46,350,"Complex change","Complex change",224
"369","Climate change  generic ","Distance","Abundance",61,29,350,"Complex change","Complex change",137
"370","Climate change  generic ","Timing","Abundance",72,38,350,"Complex change","Complex change",208
"371","Climate change  generic ","Frequency","Abundance",50,27,350,"Complex change","Complex change",132
"372","Climate change  generic ","Duration","Abundance",68,32,350,"Complex change","Complex change",170
"373","Climate change  generic ","Speed","Abundance",43,23,350,"Complex change","Complex change",111
"374","Climate change  generic ","Feedbacks","Abundance",206,33,350,"Complex change","Complex change",170
"375","Climate change  generic ","Mechanism","Abundance",170,25,350,"Complex change","Complex change",112
"376","Climate change  generic ","Quantity","Composition",79,44,251,"Complex change","Complex change",191
"377","Climate change  generic ","Direction","Composition",224,24,251,"Complex change","Complex change",132
"378","Climate change  generic ","Location","Composition",272,28,251,"Complex change","Complex change",146
"379","Climate change  generic ","Distance","Composition",61,21,251,"Complex change","Complex change",91
"380","Climate change  generic ","Timing","Composition",72,27,251,"Complex change","Complex change",131
"381","Climate change  generic ","Frequency","Composition",50,18,251,"Complex change","Complex change",81
"382","Climate change  generic ","Duration","Composition",68,26,251,"Complex change","Complex change",122
"383","Climate change  generic ","Speed","Composition",43,19,251,"Complex change","Complex change",76
"384","Climate change  generic ","Feedbacks","Composition",206,25,251,"Complex change","Complex change",114
"385","Climate change  generic ","Mechanism","Composition",170,17,251,"Complex change","Complex change",67
"386","Climate change  generic ","Quantity","Abundance",79,60,350,"Complex change","Complex change",284
"387","Climate change  generic ","Direction","Abundance",224,33,350,"Complex change","Complex change",179
"388","Climate change  generic ","Location","Abundance",272,46,350,"Complex change","Complex change",224
"389","Climate change  generic ","Distance","Abundance",61,29,350,"Complex change","Complex change",137
"390","Climate change  generic ","Timing","Abundance",72,38,350,"Complex change","Complex change",208
"391","Climate change  generic ","Frequency","Abundance",50,27,350,"Complex change","Complex change",132
"392","Climate change  generic ","Duration","Abundance",68,32,350,"Complex change","Complex change",170
"393","Climate change  generic ","Speed","Abundance",43,23,350,"Complex change","Complex change",111
"394","Climate change  generic ","Feedbacks","Abundance",206,33,350,"Complex change","Complex change",170
"395","Climate change  generic ","Mechanism","Abundance",170,25,350,"Complex change","Complex change",112
"396","Climate change  generic ","Quantity","Composition",79,44,251,"Complex change","Complex change",191
"397","Climate change  generic ","Direction","Composition",224,24,251,"Complex change","Complex change",132
"398","Climate change  generic ","Location","Composition",272,28,251,"Complex change","Complex change",146
"399","Climate change  generic ","Distance","Composition",61,21,251,"Complex change","Complex change",91
"400","Climate change  generic ","Timing","Composition",72,27,251,"Complex change","Complex change",131
"401","Climate change  generic ","Frequency","Composition",50,18,251,"Complex change","Complex change",81
"402","Climate change  generic ","Duration","Composition",68,26,251,"Complex change","Complex change",122
"403","Climate change  generic ","Speed","Composition",43,19,251,"Complex change","Complex change",76
"404","Climate change  generic ","Feedbacks","Composition",206,25,251,"Complex change","Complex change",114
"405","Climate change  generic ","Mechanism","Composition",170,17,251,"Complex change","Complex change",67
"406","Climate change  generic ","Quantity","Loss",79,28,180,"Complex change","Complex change",157
"407","Climate change  generic ","Direction","Loss",224,19,180,"Complex change","Complex change",129
"408","Climate change  generic ","Location","Loss",272,25,180,"Complex change","Complex change",135
"409","Climate change  generic ","Distance","Loss",61,15,180,"Complex change","Complex change",94
"410","Climate change  generic ","Timing","Loss",72,18,180,"Complex change","Complex change",114
"411","Climate change  generic ","Frequency","Loss",50,12,180,"Complex change","Complex change",65
"412","Climate change  generic ","Duration","Loss",68,15,180,"Complex change","Complex change",103
"413","Climate change  generic ","Speed","Loss",43,16,180,"Complex change","Complex change",85
"414","Climate change  generic ","Feedbacks","Loss",206,16,180,"Complex change","Complex change",101
"415","Climate change  generic ","Mechanism","Loss",170,15,180,"Complex change","Complex change",86
"416","Climate change  generic ","Quantity","Abundance",79,60,350,"Complex change","Complex change",284
"417","Climate change  generic ","Direction","Abundance",224,33,350,"Complex change","Complex change",179
"418","Climate change  generic ","Location","Abundance",272,46,350,"Complex change","Complex change",224
"419","Climate change  generic ","Distance","Abundance",61,29,350,"Complex change","Complex change",137
"420","Climate change  generic ","Timing","Abundance",72,38,350,"Complex change","Complex change",208
"421","Climate change  generic ","Frequency","Abundance",50,27,350,"Complex change","Complex change",132
"422","Climate change  generic ","Duration","Abundance",68,32,350,"Complex change","Complex change",170
"423","Climate change  generic ","Speed","Abundance",43,23,350,"Complex change","Complex change",111
"424","Climate change  generic ","Feedbacks","Abundance",206,33,350,"Complex change","Complex change",170
"425","Climate change  generic ","Mechanism","Abundance",170,25,350,"Complex change","Complex change",112
"426","Climate change  generic ","Quantity","Composition",79,44,251,"Complex change","Complex change",191
"427","Climate change  generic ","Direction","Composition",224,24,251,"Complex change","Complex change",132
"428","Climate change  generic ","Location","Composition",272,28,251,"Complex change","Complex change",146
"429","Climate change  generic ","Distance","Composition",61,21,251,"Complex change","Complex change",91
"430","Climate change  generic ","Timing","Composition",72,27,251,"Complex change","Complex change",131
"431","Climate change  generic ","Frequency","Composition",50,18,251,"Complex change","Complex change",81
"432","Climate change  generic ","Duration","Composition",68,26,251,"Complex change","Complex change",122
"433","Climate change  generic ","Speed","Composition",43,19,251,"Complex change","Complex change",76
"434","Climate change  generic ","Feedbacks","Composition",206,25,251,"Complex change","Complex change",114
"435","Climate change  generic ","Mechanism","Composition",170,17,251,"Complex change","Complex change",67
"436","Climate change  generic ","Quantity","Connectivity",79,22,192,"Complex change","Complex change",128
"437","Climate change  generic ","Direction","Connectivity",224,20,192,"Complex change","Complex change",113
"438","Climate change  generic ","Location","Connectivity",272,21,192,"Complex change","Complex change",115
"439","Climate change  generic ","Distance","Connectivity",61,19,192,"Complex change","Complex change",103
"440","Climate change  generic ","Timing","Connectivity",72,19,192,"Complex change","Complex change",123
"441","Climate change  generic ","Frequency","Connectivity",50,16,192,"Complex change","Complex change",93
"442","Climate change  generic ","Duration","Connectivity",68,19,192,"Complex change","Complex change",116
"443","Climate change  generic ","Speed","Connectivity",43,18,192,"Complex change","Complex change",93
"444","Climate change  generic ","Feedbacks","Connectivity",206,19,192,"Complex change","Complex change",118
"445","Climate change  generic ","Mechanism","Connectivity",170,19,192,"Complex change","Complex change",97
"446","Climate change  generic ","Quantity","Loss",79,28,180,"Complex change","Complex change",157
"447","Climate change  generic ","Direction","Loss",224,19,180,"Complex change","Complex change",129
"448","Climate change  generic ","Location","Loss",272,25,180,"Complex change","Complex change",135
"449","Climate change  generic ","Distance","Loss",61,15,180,"Complex change","Complex change",94
"450","Climate change  generic ","Timing","Loss",72,18,180,"Complex change","Complex change",114
"451","Climate change  generic ","Frequency","Loss",50,12,180,"Complex change","Complex change",65
"452","Climate change  generic ","Duration","Loss",68,15,180,"Complex change","Complex change",103
"453","Climate change  generic ","Speed","Loss",43,16,180,"Complex change","Complex change",85
"454","Climate change  generic ","Feedbacks","Loss",206,16,180,"Complex change","Complex change",101
"455","Climate change  generic ","Mechanism","Loss",170,15,180,"Complex change","Complex change",86
"456","Climate change  generic ","Quantity","Abundance",79,60,350,"Complex change","Decrease",284
"457","Climate change  generic ","Direction","Abundance",224,33,350,"Complex change","Decrease",179
"458","Climate change  generic ","Location","Abundance",272,46,350,"Complex change","Decrease",224
"459","Climate change  generic ","Distance","Abundance",61,29,350,"Complex change","Decrease",137
"460","Climate change  generic ","Timing","Abundance",72,38,350,"Complex change","Decrease",208
"461","Climate change  generic ","Frequency","Abundance",50,27,350,"Complex change","Decrease",132
