"","driver","altered_flow","impact","count_driver_alteration","count_driver_altflow_bdimpact","count_driver_impact","alteration","direction","count_alteredflow_impact","X2.1.Flow.Type"
"314","Air temperature variability","Distance","Abundance",17,9,119,"Complex change","Decrease",137,"Biotic"
"315","Air temperature variability","Timing","Abundance",72,16,119,"Increase","Decrease",208,"Biotic"
"316","Air temperature variability","Frequency","Abundance",46,13,119,"Increase","Decrease",132,"Biotic"
"317","Air temperature variability","Duration","Abundance",51,11,119,"Increase","Decrease",170,"Biotic"
"318","Air temperature variability","Speed","Abundance",45,7,119,"Increase","Decrease",111,"Biotic"
"319","Air temperature variability","Feedbacks","Abundance",60,9,119,"Complex change","Decrease",170,"Biotic"
"320","Air temperature variability","Mechanism","Abundance",45,7,119,"Complex change","Decrease",112,"Biotic"
"321","Air temperature variability","Quantity","Connectivity",68,8,74,"Increase","Decrease",128,"Biotic"
"322","Air temperature variability","Direction","Connectivity",86,8,74,"Complex change","Decrease",113,"Biotic"
"323","Air temperature variability","Location","Connectivity",80,7,74,"Complex change","Decrease",115,"Biotic"
"324","Air temperature variability","Distance","Connectivity",17,7,74,"Complex change","Decrease",103,"Biotic"
"325","Air temperature variability","Timing","Connectivity",72,8,74,"Increase","Decrease",123,"Biotic"
"326","Air temperature variability","Frequency","Connectivity",46,6,74,"Increase","Decrease",93,"Biotic"
"327","Air temperature variability","Duration","Connectivity",51,7,74,"Increase","Decrease",116,"Biotic"
"328","Air temperature variability","Speed","Connectivity",45,7,74,"Increase","Decrease",93,"Biotic"
"329","Air temperature variability","Feedbacks","Connectivity",60,8,74,"Complex change","Decrease",118,"Biotic"
"330","Air temperature variability","Mechanism","Connectivity",45,7,74,"Complex change","Decrease",97,"Biotic"
"331","Air temperature variability","Quantity","Loss",68,9,65,"Increase","Increase",157,"Biotic"
"332","Air temperature variability","Direction","Loss",86,9,65,"Complex change","Increase",129,"Biotic"
"333","Air temperature variability","Location","Loss",80,8,65,"Complex change","Increase",135,"Biotic"
"334","Air temperature variability","Distance","Loss",17,6,65,"Complex change","Increase",94,"Biotic"
"335","Air temperature variability","Timing","Loss",72,8,65,"Increase","Increase",114,"Biotic"
"336","Air temperature variability","Frequency","Loss",46,5,65,"Increase","Increase",65,"Biotic"
"337","Air temperature variability","Duration","Loss",51,6,65,"Increase","Increase",103,"Biotic"
"338","Air temperature variability","Speed","Loss",45,4,65,"Increase","Increase",85,"Biotic"
"339","Air temperature variability","Feedbacks","Loss",60,5,65,"Complex change","Increase",101,"Biotic"
"340","Air temperature variability","Mechanism","Loss",45,4,65,"Complex change","Increase",86,"Biotic"
"341","Air temperature variability","Quantity","Management",68,6,44,"Increase","Complex change",127,"Biotic"
"342","Air temperature variability","Direction","Management",86,6,44,"Complex change","Complex change",93,"Biotic"
"343","Air temperature variability","Location","Management",80,4,44,"Complex change","Complex change",89,"Biotic"
"344","Air temperature variability","Distance","Management",17,4,44,"Complex change","Complex change",65,"Biotic"
"345","Air temperature variability","Timing","Management",72,5,44,"Increase","Complex change",80,"Biotic"
"346","Air temperature variability","Frequency","Management",46,4,44,"Increase","Complex change",59,"Biotic"
"347","Air temperature variability","Duration","Management",51,3,44,"Increase","Complex change",65,"Biotic"
"348","Air temperature variability","Speed","Management",45,3,44,"Increase","Complex change",61,"Biotic"
"349","Air temperature variability","Feedbacks","Management",60,5,44,"Complex change","Complex change",85,"Biotic"
"350","Air temperature variability","Mechanism","Management",45,3,44,"Complex change","Complex change",69,"Biotic"
"351","Air temperature variability","Quantity","Trophic",68,9,72,"Increase","Complex change",168,"Biotic"
"352","Air temperature variability","Direction","Trophic",86,9,72,"Complex change","Complex change",134,"Biotic"
"353","Air temperature variability","Location","Trophic",80,6,72,"Complex change","Complex change",131,"Biotic"
"354","Air temperature variability","Distance","Trophic",17,7,72,"Complex change","Complex change",111,"Biotic"
"355","Air temperature variability","Timing","Trophic",72,8,72,"Increase","Complex change",125,"Biotic"
"356","Air temperature variability","Frequency","Trophic",46,6,72,"Increase","Complex change",78,"Biotic"
"357","Air temperature variability","Duration","Trophic",51,7,72,"Increase","Complex change",123,"Biotic"
"358","Air temperature variability","Speed","Trophic",45,6,72,"Increase","Complex change",85,"Biotic"
"359","Air temperature variability","Feedbacks","Trophic",60,7,72,"Complex change","Complex change",121,"Biotic"
"360","Air temperature variability","Mechanism","Trophic",45,6,72,"Complex change","Complex change",93,"Biotic"
"361","Precipitation directional change","Quantity","Abundance",131,31,191,"Increase","Decrease",284,"Biotic"
"362","Precipitation directional change","Direction","Abundance",149,21,191,"Complex change","Decrease",179,"Biotic"
"363","Precipitation directional change","Location","Abundance",169,26,191,"Complex change","Decrease",224,"Biotic"
"364","Precipitation directional change","Distance","Abundance",17,13,191,"Complex change","Decrease",137,"Biotic"
"365","Precipitation directional change","Timing","Abundance",125,25,191,"Increase","Decrease",208,"Biotic"
"366","Precipitation directional change","Frequency","Abundance",76,14,191,"Increase","Decrease",132,"Biotic"
"367","Precipitation directional change","Duration","Abundance",94,19,191,"Increase","Decrease",170,"Biotic"
"368","Precipitation directional change","Speed","Abundance",78,11,191,"Increase","Decrease",111,"Biotic"
"369","Precipitation directional change","Feedbacks","Abundance",123,18,191,"Complex change","Decrease",170,"Biotic"
"370","Precipitation directional change","Mechanism","Abundance",83,11,191,"Complex change","Decrease",112,"Biotic"
"371","Precipitation directional change","Quantity","Connectivity",131,13,111,"Increase","Decrease",128,"Biotic"
"372","Precipitation directional change","Direction","Connectivity",149,11,111,"Complex change","Decrease",113,"Biotic"
"373","Precipitation directional change","Location","Connectivity",169,13,111,"Complex change","Decrease",115,"Biotic"
"374","Precipitation directional change","Distance","Connectivity",17,9,111,"Complex change","Decrease",103,"Biotic"
"375","Precipitation directional change","Timing","Connectivity",125,13,111,"Increase","Decrease",123,"Biotic"
"376","Precipitation directional change","Frequency","Connectivity",76,9,111,"Increase","Decrease",93,"Biotic"
"377","Precipitation directional change","Duration","Connectivity",94,12,111,"Increase","Decrease",116,"Biotic"
"378","Precipitation directional change","Speed","Connectivity",78,8,111,"Increase","Decrease",93,"Biotic"
"379","Precipitation directional change","Feedbacks","Connectivity",123,12,111,"Complex change","Decrease",118,"Biotic"
"380","Precipitation directional change","Mechanism","Connectivity",83,9,111,"Complex change","Decrease",97,"Biotic"
"381","Precipitation directional change","Quantity","Loss",131,18,123,"Increase","Increase",157,"Biotic"
"382","Precipitation directional change","Direction","Loss",149,15,123,"Complex change","Increase",129,"Biotic"
"383","Precipitation directional change","Location","Loss",169,16,123,"Complex change","Increase",135,"Biotic"
"384","Precipitation directional change","Distance","Loss",17,10,123,"Complex change","Increase",94,"Biotic"
"385","Precipitation directional change","Timing","Loss",125,12,123,"Increase","Increase",114,"Biotic"
"386","Precipitation directional change","Frequency","Loss",76,6,123,"Increase","Increase",65,"Biotic"
"387","Precipitation directional change","Duration","Loss",94,12,123,"Increase","Increase",103,"Biotic"
"388","Precipitation directional change","Speed","Loss",78,11,123,"Increase","Increase",85,"Biotic"
"389","Precipitation directional change","Feedbacks","Loss",123,12,123,"Complex change","Increase",101,"Biotic"
"390","Precipitation directional change","Mechanism","Loss",83,9,123,"Complex change","Increase",86,"Biotic"
"391","Precipitation directional change","Quantity","Management",131,14,96,"Increase","Complex change",127,"Biotic"
"392","Precipitation directional change","Direction","Management",149,12,96,"Complex change","Complex change",93,"Biotic"
"393","Precipitation directional change","Location","Management",169,12,96,"Complex change","Complex change",89,"Biotic"
"394","Precipitation directional change","Distance","Management",17,7,96,"Complex change","Complex change",65,"Biotic"
"395","Precipitation directional change","Timing","Management",125,10,96,"Increase","Complex change",80,"Biotic"
"396","Precipitation directional change","Frequency","Management",76,7,96,"Increase","Complex change",59,"Biotic"
"397","Precipitation directional change","Duration","Management",94,8,96,"Increase","Complex change",65,"Biotic"
"398","Precipitation directional change","Speed","Management",78,7,96,"Increase","Complex change",61,"Biotic"
"399","Precipitation directional change","Feedbacks","Management",123,11,96,"Complex change","Complex change",85,"Biotic"
"400","Precipitation directional change","Mechanism","Management",83,7,96,"Complex change","Complex change",69,"Biotic"
"401","Precipitation directional change","Quantity","Trophic",131,18,118,"Increase","Complex change",168,"Biotic"
"402","Precipitation directional change","Direction","Trophic",149,14,118,"Complex change","Complex change",134,"Biotic"
"403","Precipitation directional change","Location","Trophic",169,14,118,"Complex change","Complex change",131,"Biotic"
"404","Precipitation directional change","Distance","Trophic",17,9,118,"Complex change","Complex change",111,"Biotic"
"405","Precipitation directional change","Timing","Trophic",125,13,118,"Increase","Complex change",125,"Biotic"
"406","Precipitation directional change","Frequency","Trophic",76,7,118,"Increase","Complex change",78,"Biotic"
"407","Precipitation directional change","Duration","Trophic",94,12,118,"Increase","Complex change",123,"Biotic"
"408","Precipitation directional change","Speed","Trophic",78,8,118,"Increase","Complex change",85,"Biotic"
"409","Precipitation directional change","Feedbacks","Trophic",123,12,118,"Complex change","Complex change",121,"Biotic"
"410","Precipitation directional change","Mechanism","Trophic",83,9,118,"Complex change","Complex change",93,"Biotic"
"411","Precipitation variability","Quantity","Abundance",102,25,166,"Increase","Decrease",284,"Biotic"
"412","Precipitation variability","Direction","Abundance",127,18,166,"Complex change","Decrease",179,"Biotic"
"413","Precipitation variability","Location","Abundance",122,19,166,"Complex change","Decrease",224,"Biotic"
"414","Precipitation variability","Distance","Abundance",18,13,166,"Complex change","Decrease",137,"Biotic"
"415","Precipitation variability","Timing","Abundance",117,23,166,"Increase","Decrease",208,"Biotic"
"416","Precipitation variability","Frequency","Abundance",53,13,166,"Increase","Decrease",132,"Biotic"
"417","Precipitation variability","Duration","Abundance",73,17,166,"Increase","Decrease",170,"Biotic"
"418","Precipitation variability","Speed","Abundance",73,11,166,"Increase","Decrease",111,"Biotic"
"419","Precipitation variability","Feedbacks","Abundance",102,15,166,"Complex change","Decrease",170,"Biotic"
"420","Precipitation variability","Mechanism","Abundance",73,10,166,"Complex change","Decrease",112,"Biotic"
"421","Precipitation variability","Quantity","Connectivity",102,11,92,"Increase","Decrease",128,"Biotic"
"422","Precipitation variability","Direction","Connectivity",127,10,92,"Complex change","Decrease",113,"Biotic"
"423","Precipitation variability","Location","Connectivity",122,9,92,"Complex change","Decrease",115,"Biotic"
"424","Precipitation variability","Distance","Connectivity",18,8,92,"Complex change","Decrease",103,"Biotic"
"425","Precipitation variability","Timing","Connectivity",117,11,92,"Increase","Decrease",123,"Biotic"
"426","Precipitation variability","Frequency","Connectivity",53,6,92,"Increase","Decrease",93,"Biotic"
"427","Precipitation variability","Duration","Connectivity",73,9,92,"Increase","Decrease",116,"Biotic"
"428","Precipitation variability","Speed","Connectivity",73,8,92,"Increase","Decrease",93,"Biotic"
"429","Precipitation variability","Feedbacks","Connectivity",102,10,92,"Complex change","Decrease",118,"Biotic"
"430","Precipitation variability","Mechanism","Connectivity",73,8,92,"Complex change","Decrease",97,"Biotic"
"431","Precipitation variability","Quantity","Loss",102,15,109,"Increase","Increase",157,"Biotic"
"432","Precipitation variability","Direction","Loss",127,14,109,"Complex change","Increase",129,"Biotic"
"433","Precipitation variability","Location","Loss",122,13,109,"Complex change","Increase",135,"Biotic"
"434","Precipitation variability","Distance","Loss",18,9,109,"Complex change","Increase",94,"Biotic"
"435","Precipitation variability","Timing","Loss",117,13,109,"Increase","Increase",114,"Biotic"
"436","Precipitation variability","Frequency","Loss",53,6,109,"Increase","Increase",65,"Biotic"
